Date,State,Commodity,Market,Modal Price,Min Price,Max Price,Arrivals (Volume),Rainfall (mm),Temperature Max (°C),Temperature Min (°C),Humidity (%),Festival,Season,MSP,Policy Impact
2022-09-21,Uttar Pradesh,Potato,Agra,1112.86,996.1,1220.67,406.19,5.12,32,20,54,Diwali,Kharif,,Export Ban
2022-09-21,Uttar Pradesh,Potato,Kanpur,2233.69,2102.85,2362.17,691.04,0.0,36,25,52,Diwali,Summer,,None
2022-09-21,Madhya Pradesh,Moong,Indore,2383.92,2285.92,2502.36,491.7,8.76,41,33,77,None,Rabi,2237.85,Subsidy Introduced
2022-09-21,Madhya Pradesh,Moong,Bhopal,1331.6,1140.49,1461.68,711.11,0.0,28,20,63,None,Summer,2793.88,Export Ban
2022-09-21,Karnataka,Tomato,Bangalore,1497.32,1443.3,1681.57,357.69,6.76,39,33,84,None,Rabi,,Subsidy Introduced
2022-09-21,Telangana,Tomato,Hyderabad,1606.88,1507.59,1664.03,512.02,1.36,37,27,68,None,Kharif,,None
2022-09-21,Punjab,Wheat,Ludhiana,1579.58,1429.34,1675.87,454.22,2.93,40,26,75,None,Kharif,1648.53,Subsidy Introduced
2022-09-21,Punjab,Wheat,Amritsar,1698.31,1635.66,1814.14,485.08,0.0,35,28,63,None,Summer,2190.54,None
2022-09-22,Maharashtra,Onion,Lasalgaon,1259.08,1114.14,1336.93,457.38,0.0,41,32,75,None,Summer,,None
2022-09-22,Maharashtra,Onion,Pune,1030.45,883.12,1201.06,421.15,0.92,26,17,37,None,Rabi,,None
2022-09-22,Uttar Pradesh,Potato,Agra,1874.79,1767.32,1981.39,380.44,0.0,35,28,69,None,Summer,,None
2022-09-22,Uttar Pradesh,Potato,Kanpur,2712.72,2512.99,2868.0,402.76,0.0,42,35,85,Holi,Summer,,None
2022-09-22,Madhya Pradesh,Moong,Indore,2902.21,2747.33,3060.37,409.61,1.08,26,11,58,Holi,Rabi,2112.62,Subsidy Introduced
2022-09-22,Madhya Pradesh,Moong,Bhopal,1162.69,1023.03,1274.94,377.59,5.01,40,34,68,Holi,Rabi,2309.06,None
2022-09-22,Karnataka,Tomato,Bangalore,2881.21,2714.27,3026.32,511.67,0.0,29,15,68,None,Summer,,None
2022-09-22,Telangana,Tomato,Hyderabad,2630.4,2527.86,2821.41,432.44,0.0,31,24,38,None,Summer,,Subsidy Introduced
2022-09-22,Punjab,Wheat,Ludhiana,2213.56,2088.27,2356.18,433.18,1.85,31,20,40,None,Rabi,2759.06,None
2022-09-22,Punjab,Wheat,Amritsar,2574.99,2411.11,2677.36,504.52,5.93,25,18,44,None,Rabi,2518.5,None
2022-09-23,Maharashtra,Onion,Lasalgaon,2289.08,2196.69,2386.78,629.75,3.78,33,25,53,None,Kharif,,None
2022-09-23,Maharashtra,Onion,Pune,1871.19,1739.56,2039.76,348.42,0.0,25,20,42,None,Summer,,Subsidy Introduced
2022-09-23,Uttar Pradesh,Potato,Agra,1319.9,1226.85,1482.67,455.32,3.34,40,27,49,None,Kharif,,Export Ban
2022-09-23,Uttar Pradesh,Potato,Kanpur,2385.75,2275.52,2544.93,495.64,2.23,40,27,80,Ramzan,Rabi,,None
2022-09-23,Madhya Pradesh,Moong,Indore,2074.25,1919.46,2176.62,617.66,0.73,30,18,51,Diwali,Kharif,1947.35,None
2022-09-23,Madhya Pradesh,Moong,Bhopal,1548.85,1371.5,1667.67,682.53,2.65,25,20,43,None,Kharif,2362.75,None
2022-09-23,Karnataka,Tomato,Bangalore,1929.74,1875.36,2026.02,442.6,2.58,40,25,83,None,Rabi,,None
2022-09-23,Telangana,Tomato,Hyderabad,2821.72,2703.36,2973.88,686.31,2.25,28,18,89,None,Rabi,,None
2022-09-23,Punjab,Wheat,Ludhiana,1916.88,1772.65,1969.33,502.57,7.31,39,34,64,None,Rabi,2310.59,Subsidy Introduced
2022-09-23,Punjab,Wheat,Amritsar,1787.71,1663.88,1860.69,383.53,0.56,28,21,49,None,Rabi,2720.46,None
2022-09-24,Maharashtra,Onion,Lasalgaon,2183.04,2106.65,2317.04,434.59,2.96,27,20,71,None,Rabi,,None
2022-09-24,Maharashtra,Onion,Pune,1379.62,1318.15,1534.97,482.87,3.76,42,27,54,None,Rabi,,None
2022-09-24,Uttar Pradesh,Potato,Agra,2263.28,2211.09,2337.09,397.03,4.96,36,28,38,Holi,Rabi,,None
2022-09-24,Uttar Pradesh,Potato,Kanpur,1074.47,902.59,1208.33,388.08,1.98,32,22,49,None,Kharif,,None
2022-09-24,Madhya Pradesh,Moong,Indore,1423.47,1224.89,1524.79,584.46,6.92,40,26,66,None,Rabi,2079.72,None
2022-09-24,Madhya Pradesh,Moong,Bhopal,1405.34,1303.16,1526.43,580.6,0.0,33,20,66,None,Summer,2493.39,None
2022-09-24,Karnataka,Tomato,Bangalore,2145.82,1991.22,2253.16,604.4,4.9,30,24,40,None,Rabi,,None
2022-09-24,Telangana,Tomato,Hyderabad,1798.57,1600.52,1926.16,513.6,0.25,28,14,66,None,Kharif,,None
2022-09-24,Punjab,Wheat,Ludhiana,2837.68,2735.2,2965.89,236.46,1.56,27,17,67,None,Kharif,2589.17,None
2022-09-24,Punjab,Wheat,Amritsar,1805.61,1671.25,1895.26,606.71,1.92,31,20,38,None,Kharif,2555.79,None
2022-09-25,Maharashtra,Onion,Lasalgaon,2609.53,2541.09,2728.72,437.77,0.0,39,26,33,None,Summer,,None
2022-09-25,Maharashtra,Onion,Pune,1145.94,984.35,1306.44,498.97,1.26,39,26,54,None,Kharif,,None
2022-09-25,Uttar Pradesh,Potato,Agra,2975.51,2883.32,3155.4,316.44,2.31,41,34,88,None,Kharif,,None
2022-09-25,Uttar Pradesh,Potato,Kanpur,2262.93,2185.69,2434.67,429.59,4.58,42,36,48,None,Rabi,,None
2022-09-25,Madhya Pradesh,Moong,Indore,2405.79,2321.89,2529.11,476.98,6.15,26,11,78,Holi,Rabi,1997.07,None
2022-09-25,Madhya Pradesh,Moong,Bhopal,2085.97,1954.43,2152.25,246.99,2.73,28,18,84,Ramzan,Kharif,2296.73,None
2022-09-25,Karnataka,Tomato,Bangalore,2092.9,2000.06,2239.29,520.11,0.0,34,29,53,None,Summer,,MSP Revised
2022-09-25,Telangana,Tomato,Hyderabad,1425.03,1241.47,1539.69,491.81,1.95,35,24,77,Holi,Rabi,,None
2022-09-25,Punjab,Wheat,Ludhiana,2191.35,2114.05,2381.09,564.04,2.18,41,32,82,None,Kharif,1772.28,None
2022-09-25,Punjab,Wheat,Amritsar,1236.97,1113.8,1387.53,413.15,0.0,41,26,58,None,Summer,1995.75,None
2022-09-26,Maharashtra,Onion,Lasalgaon,2297.85,2157.65,2416.19,694.65,0.0,42,36,38,None,Summer,,None
2022-09-26,Maharashtra,Onion,Pune,1808.45,1685.61,2007.1,541.32,3.07,35,29,73,Diwali,Rabi,,None
2022-09-26,Uttar Pradesh,Potato,Agra,2564.43,2422.66,2615.6,455.45,0.0,39,33,51,None,Summer,,None
2022-09-26,Uttar Pradesh,Potato,Kanpur,2852.86,2688.56,2962.42,459.63,4.7,35,26,72,Ramzan,Rabi,,None
2022-09-26,Madhya Pradesh,Moong,Indore,2817.62,2685.43,2944.18,530.5,11.34,26,14,30,None,Rabi,2592.29,None
2022-09-26,Madhya Pradesh,Moong,Bhopal,2840.75,2719.36,2894.32,638.72,0.0,28,21,38,None,Summer,2496.31,None
2022-09-26,Karnataka,Tomato,Bangalore,1040.38,935.4,1156.83,408.05,3.84,32,23,89,Ramzan,Rabi,,None
2022-09-26,Telangana,Tomato,Hyderabad,1427.11,1231.9,1538.69,577.17,0.0,30,21,88,None,Summer,,None
2022-09-26,Punjab,Wheat,Ludhiana,1497.45,1422.82,1597.7,478.86,6.98,41,32,30,Holi,Rabi,1835.57,None
2022-09-26,Punjab,Wheat,Amritsar,1531.97,1448.53,1620.35,470.96,0.0,30,15,49,None,Summer,2705.51,MSP Revised
2022-09-27,Maharashtra,Onion,Lasalgaon,2284.9,2085.41,2368.66,370.67,0.0,27,12,62,None,Summer,,None
2022-09-27,Maharashtra,Onion,Pune,1189.27,1052.25,1312.65,573.19,0.0,28,23,58,Holi,Summer,,Export Ban
2022-09-27,Uttar Pradesh,Potato,Agra,2406.16,2308.32,2480.04,505.78,5.01,42,37,87,None,Rabi,,None
2022-09-27,Uttar Pradesh,Potato,Kanpur,2453.89,2299.13,2572.43,510.38,0.0,38,26,74,None,Summer,,None
2022-09-27,Madhya Pradesh,Moong,Indore,2715.04,2651.61,2908.89,496.19,0.0,26,19,65,None,Summer,1704.34,None
2022-09-27,Madhya Pradesh,Moong,Bhopal,1565.8,1487.75,1626.54,482.13,6.32,40,31,64,None,Rabi,2087.43,MSP Revised
2022-09-27,Karnataka,Tomato,Bangalore,2262.69,2125.24,2320.13,578.91,3.13,31,25,87,None,Kharif,,None
2022-09-27,Telangana,Tomato,Hyderabad,1357.57,1209.71,1521.71,278.46,0.0,32,21,58,None,Summer,,None
2022-09-27,Punjab,Wheat,Ludhiana,1402.65,1291.88,1516.97,555.42,7.44,40,27,39,None,Rabi,2295.13,Subsidy Introduced
2022-09-27,Punjab,Wheat,Amritsar,1749.47,1567.36,1907.61,516.66,10.95,32,27,31,None,Kharif,1894.82,MSP Revised
2022-09-28,Maharashtra,Onion,Lasalgaon,2926.38,2745.64,3011.28,663.48,5.97,36,25,73,None,Kharif,,None
2022-09-28,Maharashtra,Onion,Pune,2759.67,2601.47,2878.15,517.45,6.81,41,35,32,None,Rabi,,None
2022-09-28,Uttar Pradesh,Potato,Agra,2622.94,2525.81,2766.65,414.13,2.96,42,33,51,None,Rabi,,None
2022-09-28,Uttar Pradesh,Potato,Kanpur,1327.83,1226.25,1476.22,523.32,0.0,42,37,52,None,Summer,,None
2022-09-28,Madhya Pradesh,Moong,Indore,1331.6,1229.13,1517.68,513.09,2.78,36,30,72,None,Rabi,2769.5,Subsidy Introduced
2022-09-28,Madhya Pradesh,Moong,Bhopal,1573.27,1378.82,1734.03,672.2,1.92,35,27,88,None,Rabi,2836.42,None
2022-09-28,Karnataka,Tomato,Bangalore,2575.46,2442.05,2750.21,564.06,12.15,35,22,82,None,Rabi,,None
2022-09-28,Telangana,Tomato,Hyderabad,1332.99,1135.18,1511.51,522.49,0.67,39,25,78,None,Kharif,,None
2022-09-28,Punjab,Wheat,Ludhiana,1743.73,1593.72,1861.09,505.74,2.31,41,35,43,Diwali,Kharif,1614.78,None
2022-09-28,Punjab,Wheat,Amritsar,1482.01,1419.24,1547.61,495.12,0.0,29,23,65,None,Summer,2384.28,None
2022-09-29,Maharashtra,Onion,Lasalgaon,1435.49,1298.78,1491.02,436.25,2.38,38,27,59,None,Rabi,,MSP Revised
2022-09-29,Maharashtra,Onion,Pune,1496.36,1427.98,1569.89,380.39,0.0,33,24,68,None,Summer,,None
2022-09-29,Uttar Pradesh,Potato,Agra,1166.83,1104.75,1334.13,604.02,1.12,36,22,88,None,Kharif,,None
2022-09-29,Uttar Pradesh,Potato,Kanpur,2629.92,2490.61,2789.03,420.08,1.48,25,13,56,Ramzan,Rabi,,None
2022-09-29,Madhya Pradesh,Moong,Indore,1478.54,1350.02,1544.13,501.65,1.6,42,29,57,None,Rabi,1648.85,None
2022-09-29,Madhya Pradesh,Moong,Bhopal,2443.95,2390.04,2535.58,681.13,5.53,39,30,55,None,Rabi,2167.76,None
2022-09-29,Karnataka,Tomato,Bangalore,2796.59,2690.97,2888.33,444.15,2.36,36,30,71,None,Rabi,,None
2022-09-29,Telangana,Tomato,Hyderabad,2992.75,2834.76,3078.89,444.91,5.34,42,32,47,Diwali,Kharif,,None
2022-09-29,Punjab,Wheat,Ludhiana,2479.94,2361.31,2593.81,571.45,1.71,42,32,73,None,Rabi,1589.28,None
2022-09-29,Punjab,Wheat,Amritsar,2698.5,2532.89,2802.77,575.71,0.0,31,19,54,None,Summer,1977.68,None
2022-09-30,Maharashtra,Onion,Lasalgaon,1640.3,1464.37,1711.65,409.13,2.28,26,15,30,None,Rabi,,None
2022-09-30,Maharashtra,Onion,Pune,2280.75,2091.11,2438.43,515.32,9.75,41,32,74,None,Kharif,,None
2022-09-30,Uttar Pradesh,Potato,Agra,1066.18,907.05,1186.67,361.76,0.0,38,25,71,None,Summer,,None
2022-09-30,Uttar Pradesh,Potato,Kanpur,1504.73,1389.62,1660.02,556.31,0.0,28,21,84,Holi,Summer,,None
2022-09-30,Madhya Pradesh,Moong,Indore,2278.23,2120.13,2393.53,359.92,0.0,39,34,40,None,Summer,2349.74,None
2022-09-30,Madhya Pradesh,Moong,Bhopal,2897.3,2719.25,2978.39,462.65,2.43,28,14,34,None,Rabi,1848.27,None
2022-09-30,Karnataka,Tomato,Bangalore,2953.54,2870.5,3065.84,494.76,0.0,35,30,41,None,Summer,,None
2022-09-30,Telangana,Tomato,Hyderabad,2205.53,2135.97,2296.19,644.4,0.0,29,24,55,None,Summer,,MSP Revised
2022-09-30,Punjab,Wheat,Ludhiana,1409.9,1210.78,1557.82,559.36,3.6,31,21,86,Diwali,Rabi,1534.6,None
2022-09-30,Punjab,Wheat,Amritsar,2598.47,2525.0,2736.81,421.15,0.0,26,18,44,None,Summer,2725.93,None
2022-10-01,Maharashtra,Onion,Lasalgaon,2113.84,1977.18,2178.19,428.74,2.83,30,16,51,None,Rabi,,Subsidy Introduced
2022-10-01,Maharashtra,Onion,Pune,1811.17,1755.18,1999.51,437.97,0.0,34,27,34,None,Summer,,None
2022-10-01,Uttar Pradesh,Potato,Agra,2675.92,2527.1,2800.92,295.24,0.0,28,14,42,None,Summer,,MSP Revised
2022-10-01,Uttar Pradesh,Potato,Kanpur,2677.3,2543.61,2758.3,550.83,3.31,39,27,50,None,Rabi,,None
2022-10-01,Madhya Pradesh,Moong,Indore,1930.37,1820.94,2054.76,513.85,2.85,35,23,75,None,Kharif,2746.95,Export Ban
2022-10-01,Madhya Pradesh,Moong,Bhopal,2363.78,2303.08,2549.49,413.09,0.9,33,21,32,None,Kharif,2559.13,None
2022-10-01,Karnataka,Tomato,Bangalore,1735.8,1611.46,1898.21,639.43,3.19,31,21,70,None,Rabi,,None
2022-10-01,Telangana,Tomato,Hyderabad,2873.35,2713.59,2980.87,553.95,0.0,39,28,67,None,Summer,,None
2022-10-01,Punjab,Wheat,Ludhiana,1321.74,1240.4,1518.11,358.67,6.35,30,18,50,None,Rabi,1659.32,Export Ban
2022-10-01,Punjab,Wheat,Amritsar,1021.61,827.32,1166.8,520.2,0.0,37,23,30,None,Summer,2205.63,None
2022-10-02,Maharashtra,Onion,Lasalgaon,2561.04,2379.03,2710.5,364.0,0.0,36,31,76,None,Summer,,Subsidy Introduced
2022-10-02,Maharashtra,Onion,Pune,2600.35,2465.43,2748.57,439.27,5.36,37,24,30,None,Rabi,,None
2022-10-02,Uttar Pradesh,Potato,Agra,1796.73,1675.68,1887.02,457.87,1.33,34,28,48,None,Kharif,,MSP Revised
2022-10-02,Uttar Pradesh,Potato,Kanpur,2341.32,2267.62,2489.92,460.21,8.4,29,15,61,None,Rabi,,None
2022-10-02,Madhya Pradesh,Moong,Indore,1744.48,1669.68,1939.51,568.38,0.0,34,21,37,None,Summer,2192.87,None
2022-10-02,Madhya Pradesh,Moong,Bhopal,1127.95,1030.26,1233.53,520.72,0.0,32,21,68,Diwali,Summer,2335.66,Subsidy Introduced
2022-10-02,Karnataka,Tomato,Bangalore,2463.85,2403.47,2588.0,254.53,8.44,30,20,90,None,Rabi,,MSP Revised
2022-10-02,Telangana,Tomato,Hyderabad,1912.19,1852.25,1984.93,444.59,7.34,41,36,53,None,Kharif,,None
2022-10-02,Punjab,Wheat,Ludhiana,2446.63,2259.13,2579.83,443.7,1.75,27,15,56,None,Rabi,2667.67,None
2022-10-02,Punjab,Wheat,Amritsar,2185.05,2050.56,2298.39,651.21,11.28,33,19,60,None,Rabi,2515.11,None
2022-10-03,Maharashtra,Onion,Lasalgaon,2708.78,2523.54,2890.03,584.18,0.0,26,13,76,None,Summer,,Export Ban
2022-10-03,Maharashtra,Onion,Pune,2232.87,2053.36,2329.77,440.85,1.47,34,27,35,None,Kharif,,None
2022-10-03,Uttar Pradesh,Potato,Agra,2564.47,2406.83,2677.36,484.68,2.23,31,26,69,None,Kharif,,None
2022-10-03,Uttar Pradesh,Potato,Kanpur,1587.61,1504.14,1710.15,496.65,5.37,31,23,36,Ramzan,Kharif,,None
2022-10-03,Madhya Pradesh,Moong,Indore,1645.74,1454.64,1728.46,355.65,3.68,33,19,36,None,Rabi,1638.28,None
2022-10-03,Madhya Pradesh,Moong,Bhopal,2330.58,2260.59,2420.12,396.73,0.0,32,18,47,None,Summer,2053.84,MSP Revised
2022-10-03,Karnataka,Tomato,Bangalore,1795.36,1638.3,1936.98,521.67,10.66,37,29,44,Diwali,Rabi,,Subsidy Introduced
2022-10-03,Telangana,Tomato,Hyderabad,1882.61,1822.28,2005.6,622.34,0.0,32,27,90,Ramzan,Summer,,Subsidy Introduced
2022-10-03,Punjab,Wheat,Ludhiana,1872.03,1773.81,1922.91,387.83,3.43,32,20,77,None,Kharif,2933.41,Subsidy Introduced
2022-10-03,Punjab,Wheat,Amritsar,2845.85,2764.91,2923.52,534.43,0.0,36,30,54,None,Summer,1735.07,None
2022-10-04,Maharashtra,Onion,Lasalgaon,2322.41,2139.81,2517.29,665.21,0.0,42,35,43,None,Summer,,None
2022-10-04,Maharashtra,Onion,Pune,2955.63,2803.55,3064.99,510.58,0.0,36,30,44,None,Summer,,None
2022-10-04,Uttar Pradesh,Potato,Agra,2550.9,2457.38,2725.29,473.71,1.38,30,18,77,Holi,Kharif,,Subsidy Introduced
2022-10-04,Uttar Pradesh,Potato,Kanpur,2133.68,2039.07,2293.85,488.28,0.0,27,17,61,None,Summer,,None
2022-10-04,Madhya Pradesh,Moong,Indore,2461.13,2410.02,2523.26,364.18,1.88,29,19,35,None,Rabi,1720.99,None
2022-10-04,Madhya Pradesh,Moong,Bhopal,2121.41,1981.78,2196.73,468.69,1.25,30,18,57,None,Rabi,1754.26,None
2022-10-04,Karnataka,Tomato,Bangalore,2800.11,2749.04,2905.28,574.62,2.87,42,28,85,None,Rabi,,None
2022-10-04,Telangana,Tomato,Hyderabad,1649.24,1574.23,1744.14,579.1,0.0,25,11,59,None,Summer,,None
2022-10-04,Punjab,Wheat,Ludhiana,2277.24,2093.4,2451.8,621.43,1.95,34,23,67,None,Rabi,1613.53,Subsidy Introduced
2022-10-04,Punjab,Wheat,Amritsar,1534.26,1361.85,1601.4,706.55,2.76,38,23,82,None,Rabi,2268.05,None
2022-10-05,Maharashtra,Onion,Lasalgaon,1148.53,1082.02,1285.73,301.86,5.4,26,15,68,None,Kharif,,None
2022-10-05,Maharashtra,Onion,Pune,2243.02,2149.03,2419.57,483.75,0.0,41,30,60,None,Summer,,None
2022-10-05,Uttar Pradesh,Potato,Agra,1721.67,1596.68,1787.06,418.94,0.0,33,22,40,None,Summer,,None
2022-10-05,Uttar Pradesh,Potato,Kanpur,1151.82,1014.68,1268.65,691.02,1.99,39,32,76,Ramzan,Kharif,,Export Ban
2022-10-05,Madhya Pradesh,Moong,Indore,1888.21,1697.54,2043.5,351.93,0.0,32,21,34,None,Summer,2011.64,MSP Revised
2022-10-05,Madhya Pradesh,Moong,Bhopal,2676.41,2551.99,2866.01,627.04,0.0,42,33,56,None,Summer,2840.83,None
2022-10-05,Karnataka,Tomato,Bangalore,1522.48,1469.03,1599.36,481.99,1.96,26,14,82,None,Kharif,,None
2022-10-05,Telangana,Tomato,Hyderabad,1861.76,1735.68,1925.44,675.43,0.71,36,24,53,Diwali,Rabi,,None
2022-10-05,Punjab,Wheat,Ludhiana,2925.76,2844.55,3074.98,713.21,3.94,33,26,60,None,Rabi,1551.46,None
2022-10-05,Punjab,Wheat,Amritsar,1280.12,1082.94,1479.59,629.99,0.45,28,18,74,None,Rabi,1767.83,None
2022-10-06,Maharashtra,Onion,Lasalgaon,2548.15,2464.41,2693.43,448.14,1.48,29,19,59,None,Kharif,,None
2022-10-06,Maharashtra,Onion,Pune,2661.39,2466.89,2761.13,439.01,2.24,39,31,76,None,Rabi,,None
2022-10-06,Uttar Pradesh,Potato,Agra,2354.66,2158.81,2446.49,459.41,10.31,30,24,50,None,Rabi,,None
2022-10-06,Uttar Pradesh,Potato,Kanpur,1943.11,1858.11,2032.51,496.73,6.16,42,30,31,None,Kharif,,None
2022-10-06,Madhya Pradesh,Moong,Indore,1502.91,1391.48,1625.32,583.26,0.0,42,36,31,None,Summer,2659.2,None
2022-10-06,Madhya Pradesh,Moong,Bhopal,1356.84,1301.28,1522.19,628.15,6.43,37,30,40,None,Rabi,2642.47,MSP Revised
2022-10-06,Karnataka,Tomato,Bangalore,1129.48,991.46,1228.65,468.45,0.0,30,19,32,None,Summer,,None
2022-10-06,Telangana,Tomato,Hyderabad,2652.14,2573.53,2758.82,375.48,2.51,31,24,76,None,Rabi,,None
2022-10-06,Punjab,Wheat,Ludhiana,2367.7,2187.09,2498.15,511.91,0.0,25,13,49,None,Summer,2705.68,None
2022-10-06,Punjab,Wheat,Amritsar,2925.15,2863.92,3004.01,456.7,0.0,37,29,37,None,Summer,2628.9,Subsidy Introduced
2022-10-07,Maharashtra,Onion,Lasalgaon,1591.09,1484.93,1765.07,383.01,2.48,27,13,73,Diwali,Rabi,,None
2022-10-07,Maharashtra,Onion,Pune,2721.6,2585.11,2789.43,552.8,1.51,26,14,56,Ramzan,Kharif,,None
2022-10-07,Uttar Pradesh,Potato,Agra,2792.65,2607.48,2922.06,557.47,0.0,38,24,38,None,Summer,,None
2022-10-07,Uttar Pradesh,Potato,Kanpur,2710.2,2627.12,2887.97,631.13,4.36,39,24,38,Ramzan,Rabi,,None
2022-10-07,Madhya Pradesh,Moong,Indore,2685.71,2499.97,2867.84,539.21,2.18,31,16,70,None,Kharif,2900.31,None
2022-10-07,Madhya Pradesh,Moong,Bhopal,2235.17,2139.2,2340.2,423.43,1.67,37,32,41,None,Kharif,2112.2,None
2022-10-07,Karnataka,Tomato,Bangalore,2283.82,2225.76,2353.09,517.97,0.0,36,30,59,None,Summer,,None
2022-10-07,Telangana,Tomato,Hyderabad,1714.49,1546.0,1889.06,303.87,3.74,27,15,53,None,Kharif,,None
2022-10-07,Punjab,Wheat,Ludhiana,1512.18,1447.58,1687.22,361.69,5.24,41,36,62,None,Kharif,2439.63,None
2022-10-07,Punjab,Wheat,Amritsar,1622.86,1468.77,1800.2,400.75,2.8,31,25,42,None,Rabi,1832.32,None
2022-10-08,Maharashtra,Onion,Lasalgaon,1056.31,859.3,1191.67,469.57,0.0,36,27,68,None,Summer,,MSP Revised
2022-10-08,Maharashtra,Onion,Pune,2247.21,2073.17,2318.3,558.29,0.0,25,14,38,None,Summer,,None
2022-10-08,Uttar Pradesh,Potato,Agra,2245.96,2050.06,2405.18,413.81,0.0,27,16,41,None,Summer,,None
2022-10-08,Uttar Pradesh,Potato,Kanpur,2245.06,2067.47,2327.89,566.19,5.62,28,22,69,None,Kharif,,MSP Revised
2022-10-08,Madhya Pradesh,Moong,Indore,2166.42,2034.69,2280.45,465.7,0.0,28,18,31,Ramzan,Summer,2393.6,None
2022-10-08,Madhya Pradesh,Moong,Bhopal,1343.52,1274.87,1443.29,373.66,6.22,28,16,36,None,Kharif,2975.68,Subsidy Introduced
2022-10-08,Karnataka,Tomato,Bangalore,2855.04,2718.04,2929.18,568.37,1.0,32,20,57,None,Rabi,,None
2022-10-08,Telangana,Tomato,Hyderabad,1438.02,1264.65,1494.35,474.0,0.0,37,32,76,None,Summer,,Subsidy Introduced
2022-10-08,Punjab,Wheat,Ludhiana,2549.41,2382.8,2709.14,433.05,4.86,27,21,89,None,Kharif,1780.55,None
2022-10-08,Punjab,Wheat,Amritsar,2175.03,2028.81,2323.75,470.1,3.13,32,22,79,None,Kharif,2086.39,None
2022-10-09,Maharashtra,Onion,Lasalgaon,2878.36,2734.19,3022.16,609.4,4.57,41,29,71,None,Rabi,,None
2022-10-09,Maharashtra,Onion,Pune,1301.94,1225.74,1466.02,323.39,2.6,37,22,31,Holi,Rabi,,Subsidy Introduced
2022-10-09,Uttar Pradesh,Potato,Agra,1808.81,1631.48,1881.22,426.03,4.86,34,25,72,None,Kharif,,None
2022-10-09,Uttar Pradesh,Potato,Kanpur,2012.1,1952.18,2164.97,514.28,4.74,41,31,83,None,Rabi,,None
2022-10-09,Madhya Pradesh,Moong,Indore,2873.49,2733.8,2925.76,585.95,0.44,42,32,53,None,Kharif,2884.11,None
2022-10-09,Madhya Pradesh,Moong,Bhopal,1273.51,1078.21,1360.33,489.09,3.52,39,27,77,None,Rabi,2264.4,None
2022-10-09,Karnataka,Tomato,Bangalore,2169.24,2043.19,2233.38,404.08,0.87,32,17,48,None,Rabi,,None
2022-10-09,Telangana,Tomato,Hyderabad,2287.07,2227.86,2431.53,443.75,2.42,26,11,87,None,Kharif,,None
2022-10-09,Punjab,Wheat,Ludhiana,2980.64,2789.82,3065.86,405.07,2.74,25,14,79,None,Kharif,2912.54,None
2022-10-09,Punjab,Wheat,Amritsar,1807.69,1675.47,1991.02,453.39,0.0,32,18,88,None,Summer,2958.69,None
2022-10-10,Maharashtra,Onion,Lasalgaon,2982.33,2908.69,3129.74,531.25,4.77,32,21,71,Ramzan,Kharif,,None
2022-10-10,Maharashtra,Onion,Pune,2086.53,2021.29,2163.89,351.77,0.0,35,24,73,None,Summer,,None
2022-10-10,Uttar Pradesh,Potato,Agra,1103.31,1045.26,1288.3,251.52,2.8,32,27,83,Ramzan,Rabi,,None
2022-10-10,Uttar Pradesh,Potato,Kanpur,1696.91,1598.21,1754.77,615.11,6.52,28,20,43,None,Rabi,,None
2022-10-10,Madhya Pradesh,Moong,Indore,1670.6,1507.26,1800.02,457.08,0.0,32,25,90,None,Summer,2012.17,None
2022-10-10,Madhya Pradesh,Moong,Bhopal,1776.37,1662.93,1847.85,599.74,0.0,37,27,34,None,Summer,2985.62,None
2022-10-10,Karnataka,Tomato,Bangalore,1933.66,1867.4,2114.21,440.39,4.85,26,14,44,None,Rabi,,None
2022-10-10,Telangana,Tomato,Hyderabad,2824.87,2678.72,3015.65,564.9,2.04,40,28,83,None,Kharif,,Subsidy Introduced
2022-10-10,Punjab,Wheat,Ludhiana,2749.89,2575.12,2895.06,564.41,1.82,38,27,50,None,Kharif,2236.2,None
2022-10-10,Punjab,Wheat,Amritsar,1169.41,993.16,1290.47,429.21,7.9,42,31,59,None,Rabi,1813.64,MSP Revised
2022-10-11,Maharashtra,Onion,Lasalgaon,2524.88,2414.29,2583.31,392.95,6.8,42,33,86,None,Rabi,,MSP Revised
2022-10-11,Maharashtra,Onion,Pune,2224.68,2082.5,2377.45,508.7,2.34,40,25,46,Ramzan,Kharif,,None
2022-10-11,Uttar Pradesh,Potato,Agra,2555.0,2488.89,2688.25,568.8,0.85,39,29,43,None,Rabi,,MSP Revised
2022-10-11,Uttar Pradesh,Potato,Kanpur,1371.12,1295.66,1442.93,432.31,4.99,26,14,72,None,Rabi,,Subsidy Introduced
2022-10-11,Madhya Pradesh,Moong,Indore,1217.87,1076.15,1340.62,430.43,0.0,32,18,30,None,Summer,2614.21,Subsidy Introduced
2022-10-11,Madhya Pradesh,Moong,Bhopal,2293.0,2126.42,2389.31,664.03,0.0,34,20,88,None,Summer,2265.25,None
2022-10-11,Karnataka,Tomato,Bangalore,1414.45,1248.84,1512.44,598.78,0.0,25,14,43,None,Summer,,None
2022-10-11,Telangana,Tomato,Hyderabad,2271.99,2173.47,2380.07,378.81,0.0,25,18,57,Holi,Summer,,Subsidy Introduced
2022-10-11,Punjab,Wheat,Ludhiana,2538.55,2416.27,2647.41,527.05,4.98,36,24,61,None,Rabi,2119.35,None
